":LapTime",":Time","Speed","Speed Input","Steering Angle"
931,931,46.944,49,-128
932,932,59.04,63,-128
933,933,73.296,75.9,-128
934,934,85.788,87.7,-128
935,935,69.048,65.9,-128
936,936,52.128,53.9,-128
937,937,56.412,58.2,-128
938,938,65.988,65.1,-128
939,939,40.428,41,-128
940,940,35.424,32.3,-128
941,941,37.224,38,-128
942,942,51.12,53.8,-128
943,943,63.648,62.9,-128
944,944,41.544,43.8,-128
945,945,53.244,54.2,-128
946,946,50.976,51.1,-128
947,947,48.96,45.5,-128
948,948,41.796,44.6,-128
949,949,50.688,48.9,-128
950,950,37.08,39.5,-128
951,951,36.324,34.9,-128
952,952,41.616,45.1,-128
953,953,54,56.7,-128
954,954,66.456,67.2,-128
955,955,37.332,35.9,-128
956,956,30.852,27.4,-128
957,957,30.708,30.8,-128
958,958,47.34,48.7,-128
959,959,42.192,39.6,-128
960,960,24.696,27.1,-128
961,961,29.844,34.6,-128
962,962,55.188,57.2,-128
963,963,65.52,64.1,-128
964,964,45.432,42.4,-128
965,965,34.272,31.3,-128
966,966,44.712,47,-128
967,967,37.512,31.5,-128
968,968,29.952,31.3,-128
969,969,39.996,43.2,-128
970,970,33.876,31.9,-128
971,971,31.968,35.3,-128
972,972,49.68,51.7,-128
973,973,43.668,43.1,-128
974,974,50.22,52.9,-128
975,975,51.228,51.9,-128
976,976,47.988,47.6,-128
977,977,44.244,44.5,-128
978,978,44.46,43.3,-128
979,979,27.288,26,-128
980,980,25.74,27.1,-128
981,981,42.732,44.9,-128
982,982,63.756,65.3,-128
983,983,61.596,61.7,-128
984,984,55.044,53.5,-128
985,985,42.372,44.1,-128
986,986,42.228,45,-128
987,987,44.748,41.7,-128
988,988,27.648,24.3,-128
989,989,27.144,26.3,-128
990,990,44.568,47.6,-128
991,991,50.184,52.6,-128
992,992,47.124,44.6,-128
993,993,66.024,68.7,-128
994,994,72.792,72.3,-128
995,995,51.804,49,-128
996,996,58.896,59.9,-128
997,997,45.9,43.5,-128
998,998,57.384,58.5,-128
999,999,54.972,55.2,-128
1000,1000,55.8,54.9,-128
1001,1001,37.08,37.6,-128
1002,1002,26.784,30.2,-128
1003,1003,37.404,35.9,-128
1004,1004,34.812,37.3,-128
1005,1005,49.212,50.8,-128
1006,1006,62.388,63.4,-128
1007,1007,48.348,48,-128
1008,1008,44.388,46.6,-128
1009,1009,43.776,42.6,-128
1010,1010,43.02,44.5,-128
1011,1011,40.248,38.1,-128
1012,1012,44.964,46.3,-128
1013,1013,43.704,40.4,-128
1014,1014,44.172,45.2,-128
1015,1015,66.492,67.8,-128
1016,1016,79.92,81.4,-128
1017,1017,80.208,82.2,-128
1018,1018,69.408,64.3,-128
1019,1019,53.748,51.1,-128
1020,1020,53.136,52.7,-128
1021,1021,51.012,48.9,-128
1022,1022,58.644,62.4,-128
1023,1023,77.076,77.6,-128
1024,1024,88.668,90.3,-128
1025,1025,97.524,98.6,-128
1026,1026,91.296,88,-128
1027,1027,68.94,64.7,-128
1028,1028,46.728,47.7,-128
1029,1029,39.816,36.9,-128
1030,1030,41.148,43,-128
1031,1031,42.768,41.7,-128
1032,1032,48.708,50.8,-128
1033,1033,56.88,59.2,-128
1034,1034,69.876,70.1,-128
1035,1035,56.988,53.7,-128
1036,1036,57.78,59.4,-128
1037,1037,37.188,38.7,-128
1038,1038,36.036,31.9,-128
1039,1039,34.56,35.4,-128
1040,1040,48.276,50,-128
1041,1041,58.14,56,-128
1042,1042,47.304,46.5,-128
1043,1043,36.756,39.6,-128
1044,1044,44.352,41.8,-128
1045,1045,44.28,45.5,-128
1046,1046,59.508,62,-128
1047,1047,60.012,60.1,-128
1048,1048,42.228,39.4,-128
1049,1049,29.196,25.3,-128
1050,1050,39.564,43.8,-128
1051,1051,50.904,53.8,-128
1052,1052,69.336,70.8,-128
1053,1053,85.284,86.5,-128
1054,1054,70.632,69.1,-128
1055,1055,41.976,41.4,-128
1056,1056,36.54,37.5,-128
1057,1057,51.768,51.7,-128
1058,1058,59.364,59.6,-128
1059,1059,48.168,46.8,-128
1060,1060,42.264,37.1,-128
1061,1061,54.576,56.2,-128
1062,1062,73.152,74.7,-128
1063,1063,65.952,67.6,-128
1064,1064,59.364,60.5,-128
1065,1065,65.7,69.8,-128
1066,1066,70.776,70.3,-128
1067,1067,56.664,54.9,-128
1068,1068,41.58,37.7,-128
1069,1069,34.128,30.1,-128
1070,1070,37.26,40,-128
1071,1071,39.744,37.1,-128
1072,1072,34.416,36.2,-128
1073,1073,34.416,38.8,-128
1074,1074,48.996,53.5,-128
1075,1075,68.652,72.1,-128
1076,1076,58.752,55.5,-128
1077,1077,29.7,26.6,-128
1078,1078,22.572,22.6,-128
1079,1079,36.324,37.7,-128
1080,1080,34.38,37.7,-128
1081,1081,51.768,55,-128
1082,1082,51.552,53.7,-128
1083,1083,67.968,68.9,-128
1084,1084,82.404,83.2,-128
1085,1085,83.88,81.5,-128
1086,1086,57.528,54.8,-128
1087,1087,52.992,56.1,-128
1088,1088,61.2,62.9,-128
1089,1089,59.58,56.7,-128
1090,1090,32.112,28.7,-128
1091,1091,35.352,35.8,-128
1092,1092,48.816,52.5,-128
1093,1093,66.06,65.4,-128
1094,1094,45.288,47.1,-128
1095,1095,52.524,54.3,-128
1096,1096,51.336,49.2,-128
1097,1097,49.644,47,-128
1098,1098,47.988,49.2,-128
1099,1099,46.188,45,-128
1100,1100,39.816,41.4,-128
1101,1101,40.176,36.4,-128
1102,1102,51.408,54.9,-128
1103,1103,60.912,64.4,-128
1104,1104,70.02,67.8,-128
1105,1105,34.704,29.1,-128
1106,1106,27.648,23.5,-128
1107,1107,30.492,31.8,-128
1108,1108,47.916,46.8,-128
1109,1109,36,35.4,-128
1110,1110,24.48,28.6,-128
1111,1111,33.48,36.5,-128
1112,1112,56.232,60.8,-128
1113,1113,64.872,61.9,-128
1114,1114,42.516,40.4,-128
1115,1115,29.484,29.5,-128
1116,1116,48.456,51.7,-128
1117,1117,37.872,32.6,-128
1118,1118,39.24,40.2,-128
1119,1119,40.032,42.7,-128
1120,1120,34.344,33.7,-128
1121,1121,30.384,31.3,-128
1122,1122,43.488,44.9,-128
1123,1123,44.604,45.9,-128
1124,1124,50.976,52,-128
1125,1125,56.376,57.2,-128
1126,1126,69.84,70.5,-128
1127,1127,82.152,84.4,-128
1128,1128,87.876,87,-128
1129,1129,65.592,63.5,-128
1130,1130,61.236,62.2,-128
1131,1131,54.576,43.4,-128
1132,1132,38.88,40.9,-128
1133,1133,48.528,50.8,-128
1134,1134,31.5,29.5,-128
1135,1135,25.308,23.6,-128
1136,1136,30.312,30.5,-128
1137,1137,50.616,53,-128
1138,1138,52.236,56,-128
1139,1139,59.256,57.8,-128
1140,1140,74.484,76.1,-128
1141,1141,62.748,59.3,-128
1142,1142,64.368,66.5,-128
1143,1143,56.628,55.9,-128
1144,1144,63.972,66.9,-128
1145,1145,59.148,57.9,-128
1146,1146,61.344,60.4,-128
1147,1147,39.996,41.4,-128
1148,1148,27.36,30.7,-128
1149,1149,38.304,37.1,-128
1150,1150,34.56,37.8,-128
1151,1151,51.912,53.8,-128
1152,1152,66.852,66.4,-128
1153,1153,47.52,43.9,-128
1154,1154,41.76,44.6,-128
1155,1155,43.884,41.8,-128
1156,1156,42.768,44.5,-128
1157,1157,38.088,36.8,-128
1158,1158,46.584,48.4,-128
1159,1159,39.708,36.2,-128
1160,1160,47.772,49.1,-128
1161,1161,70.272,69.3,-128
1162,1162,82.764,85.4,-128
1163,1163,88.092,88.8,-128
1164,1164,60.084,57.6,-128
1165,1165,51.228,53.7,-128
1166,1166,50.4,48.9,-128
1167,1167,57.528,58.7,-128
1168,1168,67.968,71.2,-128
1169,1169,84.168,84.4,-128
1170,1170,94.356,94.7,-128
1171,1171,99.216,98.6,-128
1172,1172,76.608,77.3,-128
1173,1173,59.076,50.3,-128
1174,1174,37.692,40.5,-128
1175,1175,45,42.9,-128
1176,1176,39.384,40.8,-128
1177,1177,44.424,44.3,-128
1178,1178,56.808,60,-128
1179,1179,70.128,68.9,-128
1180,1180,64.692,66.4,-128
1181,1181,63.144,63.9,-128
1182,1182,46.116,42.7,-128
1183,1183,34.344,30,-128
1184,1184,34.38,34.6,-128
1185,1185,47.484,49.5,-128
1186,1186,59.112,57.7,-128
1187,1187,49.968,49.7,-128
1188,1188,43.812,48.7,-128
1189,1189,46.008,44.4,-128
1190,1190,54.792,56.7,-128
1191,1191,60.84,63.9,-128
1192,1192,51.696,50.2,-128
1193,1193,32.904,31.3,-128
1194,1194,32.652,31.3,-128
1195,1195,53.748,54.4,-128
1196,1196,62.784,64.8,-128
1197,1197,77.292,80.4,-128
1198,1198,86.4,84.2,-128
1199,1199,53.172,48.7,-128
1200,1200,32.256,34,-128
1201,1201,41.4,42.4,-128
1202,1202,54.144,54.8,-128
1203,1203,58.32,55.8,-128
1204,1204,37.044,39.2,-128
1205,1205,43.308,41.5,-128
1206,1206,58.896,61.3,-128
1207,1207,73.044,72.6,-128
1208,1208,65.16,67.3,-128
1209,1209,58.68,60.7,-128
1210,1210,75.384,78,-128
1211,1211,69.552,67.9,-128
1212,1212,48.132,44.9,-128
1213,1213,40.86,36.5,-128
1214,1214,33.336,32.9,-128
1215,1215,39.168,40.5,-128
1216,1216,36.612,36.5,-128
1217,1217,33.444,36.5,-128
1218,1218,38.412,41.5,-128
1219,1219,53.208,57.1,-128
1220,1220,71.928,71.4,-128
1221,1221,41.148,39.2,-128
1222,1222,22.608,20.8,-128
1223,1223,24.048,20.9,-128
1224,1224,31.86,33.9,-128
1225,1225,47.232,48.9,-128
1226,1226,42.408,43.9,-128
1227,1227,48.924,52.4,-128
1228,1228,68.904,70.1,-128
1229,1229,82.944,82.9,-128
1230,1230,85.104,83.4,-128
1231,1231,60.408,57.8,-128
1232,1232,52.56,53.5,-128
1233,1233,60.12,61.5,-128
1234,1234,58.968,57.5,-128
1235,1235,32.904,30.7,-128
1236,1236,35.28,35.4,-128
1237,1237,49.356,52.4,-128
1238,1238,63.252,63.2,-128
1239,1239,46.044,47.9,-128
1240,1240,52.56,53.9,-128
1241,1241,51.336,49.9,-128
1242,1242,47.196,45.8,-128
1243,1243,49.068,50.8,-128
1244,1244,48.492,45.6,-128
1245,1245,33.66,34.4,-128
1246,1246,39.816,37.7,-128
1247,1247,47.124,51,-128
1248,1248,58.68,61.3,-128
1249,1249,69.912,68.2,-128
1250,1250,41.76,37.9,-128
1251,1251,27.072,25.1,-128
1252,1252,39.132,41.4,-128
1253,1253,46.404,46,-128
1254,1254,32.688,32.1,-128
1255,1255,20.628,26.5,-128
1256,1256,36.972,39.2,-128
1257,1257,58.932,61,-128
1258,1258,63.72,61.3,-128
1259,1259,41.976,37.1,-128
1260,1260,41.58,46.1,-128
1261,1261,45.288,44.2,-128
1262,1262,34.128,30.3,-128
1263,1263,38.88,40.4,-128
1264,1264,36.468,33.1,-128
1265,1265,33.768,35.3,-128
1266,1266,37.368,36.8,-128
1267,1267,45.396,42.8,-128
1268,1268,52.704,53,-128
1269,1269,58.212,56.1,-128
1270,1270,67.824,70.8,-128
1271,1271,80.712,82.2,-128
1272,1272,90.36,91.6,-128
1273,1273,68.04,67.2,-128
1274,1274,62.712,60.8,-128
1275,1275,59.652,56.2,-128
1276,1276,47.628,49,-128
1277,1277,46.08,49.5,-128
1278,1278,41.184,25.8,-128
1279,1279,31.716,27.7,-128
1280,1280,32.004,28.9,-128
1281,1281,43.236,45.4,-128
1282,1282,50.112,53,-128
1283,1283,53.82,54,-128
1284,1284,75.24,77.5,-128
1285,1285,64.764,62.3,-128
1286,1286,58.896,58.3,-128
1287,1287,60.912,62.4,-128
1288,1288,61.596,62.9,-128
1289,1289,67.392,66.9,-128
1290,1290,61.992,61.8,-128
1291,1291,45,43.2,-128
1292,1292,24.84,27.7,-128
1293,1293,34.416,33.8,-128
1294,1294,37.836,39.2,-128
1295,1295,44.568,47.6,-128
1296,1296,54.504,54.2,-128
1297,1297,51.876,52.7,-128
1298,1298,43.344,42.8,-128
1299,1299,43.74,45.3,-128
1300,1300,44.712,46.4,-128
1301,1301,42.588,42.2,-128
1302,1302,43.596,45.9,-128
1303,1303,43.884,45,-128
1304,1304,44.856,45.9,-128
1305,1305,65.628,66.6,-128
1306,1306,79.164,82.2,-128
1307,1307,88.812,91.6,-128
1308,1308,72.432,67.3,-128
1309,1309,54.756,55,-128
1310,1310,51.156,51.3,-128
1311,1311,55.08,56.4,-128
1312,1312,65.124,68.5,-128
1313,1313,81.54,82,-128
1314,1314,92.448,94.1,-128
1315,1315,103.428,104.8,-128
1316,1316,82.692,81.3,-128
1317,1317,62.928,50.8,-128
1318,1318,47.052,49.4,-128
1319,1319,44.064,44.3,-128
1320,1320,44.244,45.1,-128
1321,1321,49.896,52.4,-128
1322,1322,63.144,66.6,-128
1323,1323,77.616,76.7,-128
1324,1324,59.148,62.3,-128
1325,1325,60.012,60.4,-128
1326,1326,38.664,36.1,-128
1327,1327,37.188,33.4,-128
1328,1328,51.084,53.5,-128
1329,1329,62.352,63,-128
1330,1330,50.436,49.2,-128
1331,1331,45.72,47.1,-128
1332,1332,51.048,47.2,-128
1333,1333,48.924,49.9,-128
1334,1334,58.068,60.2,-128
1335,1335,61.668,60.7,-128
1336,1336,36.9,33.6,-128
1337,1337,32.688,31.2,-128
1338,1338,53.676,56.5,-128
1339,1339,61.812,64.2,-128
1340,1340,77.544,79.5,-128
1341,1341,82.44,80.4,-128
1342,1342,58.212,55.6,-128
1343,1343,32.976,34.4,-128
1344,1344,42.408,43.7,-128
1345,1345,59.256,59.9,-128
1346,1346,54.396,53.2,-128
1347,1347,41.724,40.8,-128
1348,1348,48.168,45.2,-128
1349,1349,68.076,70.5,-128
1350,1350,68.184,67.9,-128
1351,1351,64.332,66.1,-128
1352,1352,61.704,67.6,-128
1353,1353,77.508,78.8,-128
1354,1354,64.944,62.2,-128
1355,1355,39.276,39.3,-128
1356,1356,38.952,34.5,-128
1357,1357,33.084,32.4,-128
1358,1358,40.356,43,-128
1359,1359,39.996,39.1,-128
1360,1360,35.676,40.1,-128
1361,1361,46.044,49.4,-128
1362,1362,59.148,62.3,-128
1363,1363,61.632,57.3,-128
1364,1364,36.504,33.7,-128
1365,1365,29.916,27.6,-128
1366,1366,42.624,44,-128
1367,1367,43.92,45.3,-128
1368,1368,49.356,50.6,-128
1369,1369,53.712,55.1,-128
1370,1370,47.772,47,-128
1371,1371,47.628,47.8,-128
1372,1372,37.62,37.3,-128
1373,1373,43.524,45.4,-128
1374,1374,60.804,61.9,-128
1375,1375,62.424,63.6,-128
1376,1376,65.844,67.9,-128
1377,1377,65.268,64.6,-128
1378,1378,41.616,40.3,-128
1379,1379,35.604,33.6,-128
1380,1380,57.132,58.9,-128
1381,1381,70.704,73.2,-128
1382,1382,50.256,51.4,-128
1383,1383,55.26,55.6,-128
1384,1384,53.712,53.4,-128
1385,1385,49.392,47,-128
1386,1386,52.128,54,-128
1387,1387,55.728,55.3,-128
1388,1388,41.148,43.6,-128
1389,1389,36.468,35.4,-128
1390,1390,42.12,47.1,-128
1391,1391,63.108,64.9,-128
1392,1392,58.68,53.5,-128
1393,1393,38.916,25.8,-128
1394,1394,30.132,29.7,-128
1395,1395,45,46,-128
1396,1396,51.228,49.6,-128
1397,1397,26.28,29,-128
1398,1398,30.24,34.2,-128
1399,1399,49.932,53.1,-128
1400,1400,69.444,67.5,-128
1401,1401,45.504,41.2,-128
1402,1402,33.66,32.6,-128
1403,1403,49.788,50.8,-128
1404,1404,38.592,34.9,-128
1405,1405,33.804,35.6,-128
1406,1406,41.112,42.7,-128
1407,1407,36.108,38.2,-128
1408,1408,33.84,33,-128
1409,1409,47.736,44.9,-128
1410,1410,52.74,55.7,-128
1411,1411,58.968,57.2,-128
1412,1412,70.164,71,-128
1413,1413,81.9,82.4,-128
1414,1414,91.008,91.9,-128
1415,1415,70.776,73.3,-128
1416,1416,61.308,60.8,-128
1417,1417,57.456,57,-128
1418,1418,40.536,31,-128
1419,1419,35.46,37.6,-128
1420,1420,47.916,47.4,-128
1421,1421,24.948,22.9,-128
1422,1422,25.992,24.8,-128
1423,1423,42.588,44.2,-128
1424,1424,50.112,51.7,-128
1425,1425,55.764,55.7,-128
1426,1426,69.948,72,-128
1427,1427,67.896,67.3,-128
1428,1428,59.148,58.2,-128
1429,1429,63.036,64.3,-128
1430,1430,56.556,56.9,-128
1431,1431,69.048,70,-128
1432,1432,58.572,58.6,-128
1433,1433,48.024,47.9,-128
1434,1434,32.112,33.6,-128
1435,1435,29.736,29.1,-128
1436,1436,39.708,39.5,-128
1437,1437,39.672,43.6,-128
1438,1438,52.956,54.2,-128
1439,1439,59.292,59.3,-128
1440,1440,47.808,46.4,-128
1441,1441,44.64,46.1,-128
1442,1442,43.92,44.2,-128
1443,1443,43.452,44.6,-128
1444,1444,42.372,44.8,-128
1445,1445,45.18,46.4,-128
1446,1446,40.284,42.1,-128
1447,1447,63.54,65,-128
1448,1448,77.904,79.7,-128
1449,1449,87.696,90,-128
1450,1450,77.076,74.1,-128
1451,1451,51.912,48.6,-128
1452,1452,45.54,46.6,-128
1453,1453,48.6,47.6,-128
1454,1454,52.164,54.8,-128
1455,1455,67.032,68.3,-128
1456,1456,81.216,83.6,-128
1457,1457,95.112,96.3,-128
1458,1458,92.196,91,-128
1459,1459,73.62,73.9,-128
1460,1460,53.748,50.3,-128
1461,1461,40.572,43.5,-128
1462,1462,40.176,40.4,-128
1463,1463,43.02,44.8,-128
1464,1464,52.344,53.5,-128
1465,1465,64.188,67.3,-128
1466,1466,70.488,69.2,-128
1467,1467,58.644,60,-128
1468,1468,62.316,62.7,-128
1469,1469,45.72,42.2,-128
1470,1470,34.488,32.4,-128
1471,1471,40.284,41.4,-128
1472,1472,57.996,60.2,-128
1473,1473,55.62,54,-128
1474,1474,46.692,48.2,-128
1475,1475,46.26,46.4,-128
1476,1476,49.284,49.7,-128
1477,1477,53.82,56.2,-128
1478,1478,56.772,59.8,-128
1479,1479,49.428,45.9,-128
1480,1480,30.6,28.4,-128
1481,1481,35.604,38.3,-128
1482,1482,51.192,53.4,-128
1483,1483,70.2,72.6,-128
1484,1484,84.276,85.2,-128
1485,1485,69.336,69.3,-128
1486,1486,49.428,48.3,-128
1487,1487,41.832,43.9,-128
1488,1488,52.668,53.4,-128
1489,1489,61.848,61,-128
1490,1490,48.348,43,-128
1491,1491,39.168,34.3,-128
1492,1492,57.96,58,-128
1493,1493,72.9,75.5,-128
1494,1494,73.656,73.9,-128
1495,1495,59.256,61,-128
1496,1496,72.504,75.3,-128
1497,1497,69.264,70.5,-128
1498,1498,51.876,48.6,-128
1499,1499,42.948,38.8,-128
1500,1500,32.184,30.9,-128
1501,1501,40.248,42.6,-128
1502,1502,39.744,38.9,-128
1503,1503,31.932,36.3,-128
1504,1504,48.456,52.5,-128
1505,1505,61.848,64.2,-128
1506,1506,68.292,67,-128
1507,1507,41.976,37.4,-128
1508,1508,26.496,23.3,-128
1509,1509,35.892,36.2,-128
1510,1510,44.964,45.8,-128
1511,1511,43.884,45.2,-128
1512,1512,55.08,58.7,-128
1513,1513,70.488,72.3,-128
1514,1514,83.376,85.4,-128
1515,1515,85.536,82.2,-128
1516,1516,62.568,60.8,-128
1517,1517,54.972,56.8,-128
1518,1518,64.116,66.1,-128
1519,1519,53.28,50,-128
1520,1520,36.756,33.1,-128
1521,1521,42.588,43.7,-128
1522,1522,58.716,61.7,-128
1523,1523,57.672,57.3,-128
1524,1524,43.704,47.4,-128
1525,1525,54.756,53.8,-128
1526,1526,50.832,47.7,-128
1527,1527,50.22,51,-128
1528,1528,51.372,50.5,-128
1529,1529,52.056,53.4,-128
1530,1530,43.164,44,-128
1531,1531,46.008,50,-128
1532,1532,58.284,61.3,-128
1533,1533,73.692,73.2,-128
1534,1534,46.008,41.7,-128
1535,1535,28.98,27.1,-128
1536,1536,47.772,49.1,-128
1537,1537,51.732,50,-128
1538,1538,32.148,33.9,-128
1539,1539,32.508,37.4,-128
1540,1540,53.784,56,-128
1541,1541,65.268,64.8,-128
1542,1542,46.512,43.4,-128
1543,1543,34.812,33.7,-128
1544,1544,45.684,47.6,-128
1545,1545,40.212,36.4,-128
1546,1546,41.76,42.2,-128
1547,1547,42.192,43.1,-128
1548,1548,36.144,37.1,-128
1549,1549,38.124,35.9,-128
1550,1550,50.22,47.4,-128
1551,1551,52.596,54.8,-128
1552,1552,61.884,61.1,-128
1553,1553,61.74,61.3,-128
1554,1554,52.38,51.6,-128
1555,1555,42.192,41.5,-128
1556,1556,44.172,45.1,-128
1557,1557,42.804,42.3,-128
1558,1558,38.664,41.6,-128
1559,1559,38.628,37.4,-128
1560,1560,54.936,56.7,-128
1561,1561,54.108,50.5,-128
1562,1562,46.044,46.1,-128
1563,1563,52.092,56.1,-128
1564,1564,29.52,26.3,-128
1565,1565,24.66,23.2,-128
1566,1566,41.22,42.9,-128
1567,1567,60.12,61.4,-128
1568,1568,54.936,55.3,-128
1569,1569,66.672,68.1,-128
1570,1570,65.34,67,-128
1571,1571,59.508,58.2,-128
1572,1572,60.732,63.2,-128
1573,1573,57.204,56.4,-128
1574,1574,63.756,65.9,-128
1575,1575,58.176,57.2,-128
1576,1576,51.516,50.5,-128
1577,1577,36.54,36.8,-128
1578,1578,30.096,31.1,-128
1579,1579,45.396,47.4,-128
1580,1580,42.948,46.5,-128
1581,1581,61.344,62.7,-128
1582,1582,57.816,57.7,-128
1583,1583,49.68,50,-128
1584,1584,43.056,42.9,-128
1585,1585,41.04,42.4,-128
1586,1586,42.768,41.8,-128
1587,1587,40.248,42.6,-128
1588,1588,42.228,42.7,-128
1589,1589,45.036,47.1,-128
1590,1590,66.06,66.7,-128
1591,1591,81,82.9,-128
1592,1592,91.476,94.8,-128
1593,1593,73.584,67.3,-128
1594,1594,55.908,57.9,-128
1595,1595,50.76,49.6,-128
1596,1596,58.212,60.5,-128
1597,1597,64.62,67,-128
1598,1598,82.476,84.4,-128
1599,1599,92.736,94.5,-128
1600,1600,94.212,92.6,-128
1601,1601,76.68,73.8,-128
1602,1602,59.508,53,-128
1603,1603,47.736,50.7,-128
1604,1604,43.344,40.5,-128
1605,1605,42.624,43.8,-128
1606,1606,55.08,55.6,-128
1607,1607,64.8,66.9,-128
1608,1608,72.648,72.5,-128
1609,1609,66.492,66.8,-128
1610,1610,66.96,64.6,-128
1611,1611,41.256,38,-128
1612,1612,36.324,30.9,-128
1613,1613,38.016,39.6,-128
1614,1614,55.62,57.5,-128
1615,1615,55.98,54.8,-128
1616,1616,46.944,48,-128
1617,1617,48.024,47.2,-128
1618,1618,44.28,44.1,-128
1619,1619,54.36,56.4,-128
1620,1620,60.804,63.8,-128
1621,1621,39.96,38.8,-128
1622,1622,30.816,28.3,-128
1623,1623,48.744,51.7,-128
1624,1624,57.312,60,-128
1625,1625,70.704,72.4,-128
1626,1626,85.176,85.4,-128
1627,1627,66.852,64.8,-128
1628,1628,40.572,41.8,-128
1629,1629,44.892,45.6,-128
1630,1630,64.692,64.3,-128
1631,1631,53.244,52.4,-128
1632,1632,42.588,40.8,-128
1633,1633,44.46,43.1,-128
1634,1634,65.736,67.6,-128
1635,1635,77.04,78.6,-128
1636,1636,74.736,76.9,-128
1637,1637,71.784,75.1,-128
1638,1638,80.424,82.7,-128
1639,1639,55.044,52.8,-128
1640,1640,44.604,43.4,-128
1641,1641,35.64,31.4,-128
1642,1642,38.7,39,-128
1643,1643,38.736,37.2,-128
1644,1644,36.18,35.1,-128
1645,1645,40.212,42.9,-128
1646,1646,49.572,53.5,-128
1647,1647,68.292,70.3,-128
1648,1648,53.244,52,-128
1649,1649,32.904,29.9,-128
1650,1650,37.188,34.9,-128
1651,1651,46.404,47.8,-128
1652,1652,42.48,45.2,-128
1653,1653,59.04,60.9,-128
1654,1654,68.832,72.4,-128
1655,1655,81.468,82.9,-128
1656,1656,90.36,89.2,-128
1657,1657,64.044,62.5,-128
1658,1658,53.604,54.7,-128
1659,1659,62.82,64.2,-128
1660,1660,54.36,50.4,-128
1661,1661,39.348,34.3,-128
1662,1662,40.536,42.6,-128
1663,1663,57.024,60.1,-128
1664,1664,61.236,61.4,-128
1665,1665,44.82,48.7,-128
1666,1666,52.812,52.9,-128
1667,1667,52.38,49,-128
1668,1668,51.912,53.3,-128
1669,1669,54.684,53.9,-128
1670,1670,53.424,54.1,-128
1671,1671,37.656,34.7,-128
1672,1672,40.572,43.1,-128
1673,1673,54.288,57.9,-128
1674,1674,74.196,74.2,-128
1675,1675,47.16,45.5,-128
1676,1676,26.172,21.7,-128
1677,1677,34.956,36.3,-128
1678,1678,49.068,48.3,-128
1679,1679,37.44,38.3,-128
1680,1680,27.828,32.1,-128
1681,1681,41.868,46.1,-128
1682,1682,57.276,59.8,-128
1683,1683,56.124,54.5,-128
1684,1684,37.26,34.9,-128
1685,1685,41.364,41.5,-128
1686,1686,45.612,46.1,-128
1687,1687,35.928,33.1,-128
1688,1688,37.476,40.2,-128
1689,1689,40.104,36.9,-128
1690,1690,34.128,36.4,-128
1691,1691,40.032,39.8,-128
1692,1692,44.172,43.9,-128
1693,1693,52.92,55.2,-128
1694,1694,49.752,48.5,-128
1695,1695,52.92,52.7,-128
1696,1696,42.984,42.3,-128
1697,1697,32.148,31.6,-128
1698,1698,34.164,36.7,-128
1699,1699,54.828,57.4,-128
1700,1700,72.216,74.2,-128
1701,1701,66.888,59.7,-128
1702,1702,51.408,51.2,-128
1703,1703,42.264,39.7,-128
1704,1704,43.308,43.9,-128
1705,1705,49.428,49,-128
1706,1706,31.68,29.8,-128
1707,1707,27.864,25.7,-128
1708,1708,45.36,47.2,-128
1709,1709,55.008,57,-128
1710,1710,60.516,58.4,-128
1711,1711,70.164,70.8,-128
1712,1712,66.6,67.3,-128
1713,1713,62.82,63,-128
1714,1714,61.452,63,-128
1715,1715,60.66,61.7,-128
1716,1716,63.216,63.9,-128
1717,1717,57.6,57,-128
1718,1718,44.928,44.8,-128
1719,1719,28.8,31.8,-128
1720,1720,39.456,37.9,-128
1721,1721,39.06,40.8,-128
1722,1722,47.448,50.8,-128
1723,1723,68.616,71,-128
1724,1724,56.772,53.3,-128
1725,1725,42.228,43.5,-128
1726,1726,34.956,34.4,-128
1727,1727,26.172,25.7,-128
1728,1728,35.46,37.8,-128
1729,1729,43.74,44.1,-128
1730,1730,45.684,46.8,-128
1731,1731,38.808,37.5,-128
1732,1732,61.02,63.6,-128
1733,1733,65.916,65.3,-128
1734,1734,52.776,51.7,-128
1735,1735,41.328,42.5,-128
1736,1736,39.24,39.5,-128
1737,1737,34.56,34.8,-128
